snapshot_date,product_id,warehouse,stock,reorder_level,safety_stock,lead_time_days,units_sold_this_month
2022-07-01,PRD00748,WH-BLR,520,158,63,28,80
2022-07-01,PRD00437,WH-CHN,365,186,74,26,240
2022-07-01,PRD00098,WH-CHN,526,109,43,14,35
2022-07-01,PRD00219,WH-HYD,345,151,60,17,207
2022-07-01,PRD00486,WH-BLR,746,72,28,28,168
2022-07-01,PRD00576,WH-MUM,407,192,76,23,182
2022-07-01,PRD00241,WH-DEL,184,160,64,17,207
2022-07-01,PRD00794,WH-CHN,421,87,34,12,183
2022-07-01,PRD00488,WH-DEL,296,158,63,16,268
2022-07-01,PRD00019,WH-MUM,638,118,47,17,100
2022-07-01,PRD00368,WH-CHN,484,66,26,19,152
2022-07-01,PRD00452,WH-HYD,650,194,77,26,279
2022-07-01,PRD00143,WH-DEL,552,198,79,10,168
2022-07-01,PRD00600,WH-BLR,558,107,42,4,190
2022-07-01,PRD00415,WH-CHN,684,161,64,15,119
2022-07-01,PRD00737,WH-MUM,23,104,41,20,7
2022-07-01,PRD00678,WH-KOL,132,165,66,24,160
2022-07-01,PRD00758,WH-KOL,174,133,53,10,13
2022-07-01,PRD00646,WH-MUM,54,196,78,26,88
2022-07-01,PRD00455,WH-DEL,310,191,76,9,108
2022-07-01,PRD00153,WH-MUM,78,156,62,23,114
2022-07-01,PRD00684,WH-MUM,514,151,60,7,54
2022-07-01,PRD00430,WH-BLR,116,110,44,9,27
2022-07-01,PRD00660,WH-BLR,277,153,61,25,252
2022-07-01,PRD00069,WH-HYD,101,137,54,18,298
2022-07-01,PRD00690,WH-KOL,241,77,30,17,270
2022-07-01,PRD00390,WH-KOL,9,136,54,25,249
2022-07-01,PRD00560,WH-KOL,313,194,77,14,247
2022-07-01,PRD00183,WH-BLR,166,174,69,29,144
2022-07-01,PRD00608,WH-BLR,34,192,76,28,186
2022-07-01,PRD00243,WH-DEL,652,115,46,6,12
2022-07-01,PRD00739,WH-BLR,590,164,65,12,224
2022-07-01,PRD00788,WH-HYD,55,142,56,6,42
2022-07-01,PRD00317,WH-BLR,684,189,75,24,26
2022-07-01,PRD00266,WH-DEL,632,113,45,19,70
2022-07-01,PRD00100,WH-BLR,602,71,28,22,224
2022-07-01,PRD00257,WH-BLR,235,86,34,16,257
2022-07-01,PRD00497,WH-CHN,85,183,73,14,129
2022-07-01,PRD00720,WH-CHN,404,139,55,7,154
2022-07-01,PRD00449,WH-MUM,310,112,44,22,255
2022-07-01,PRD00477,WH-MUM,84,53,21,19,149
2022-07-01,PRD00071,WH-KOL,563,152,60,24,276
2022-07-01,PRD00747,WH-CHN,51,65,26,13,69
2022-07-01,PRD00347,WH-DEL,326,124,49,20,128
2022-07-01,PRD00082,WH-KOL,359,141,56,5,266
2022-07-01,PRD00132,WH-BLR,308,57,22,21,36
2022-07-01,PRD00172,WH-DEL,696,142,56,28,205
2022-07-01,PRD00579,WH-KOL,178,146,58,8,217
2022-07-01,PRD00489,WH-DEL,486,192,76,12,197
2022-07-01,PRD00793,WH-HYD,552,66,26,15,17
2022-07-01,PRD00762,WH-KOL,700,83,33,10,286
2022-07-01,PRD00439,WH-BLR,736,53,21,5,166
2022-07-01,PRD00126,WH-CHN,450,194,77,23,14
2022-07-01,PRD00628,WH-DEL,120,155,62,19,152
2022-07-01,PRD00014,WH-CHN,12,194,77,16,265
2022-07-01,PRD00669,WH-MUM,326,189,75,9,291
2022-07-01,PRD00142,WH-BLR,599,100,40,16,275
2022-07-01,PRD00770,WH-HYD,508,61,24,26,236
2022-07-01,PRD00534,WH-KOL,269,103,41,28,90
2022-07-01,PRD00527,WH-CHN,311,171,68,12,224
2022-07-01,PRD00305,WH-KOL,360,80,32,17,56
2022-07-01,PRD00481,WH-KOL,657,176,70,27,192
2022-07-01,PRD00665,WH-HYD,650,72,28,5,145
2022-07-01,PRD00083,WH-KOL,106,93,37,10,259
2022-07-01,PRD00425,WH-HYD,272,67,26,16,91
2022-07-01,PRD00081,WH-MUM,469,107,42,27,263
2022-07-01,PRD00084,WH-MUM,738,70,28,5,92
2022-07-01,PRD00369,WH-DEL,2,129,51,22,165
2022-07-01,PRD00650,WH-DEL,204,89,35,11,100
2022-07-01,PRD00610,WH-DEL,464,190,76,26,139
2022-07-01,PRD00325,WH-HYD,64,94,37,18,162
2022-07-01,PRD00161,WH-KOL,570,63,25,27,25
2022-07-01,PRD00013,WH-KOL,133,188,75,20,235
2022-07-01,PRD00195,WH-DEL,526,71,28,10,239
2022-07-01,PRD00288,WH-KOL,261,152,60,19,164
2022-07-01,PRD00710,WH-MUM,663,171,68,10,262
2022-07-01,PRD00192,WH-BLR,308,137,54,12,37
2022-07-01,PRD00283,WH-MUM,237,59,23,4,56
2022-07-01,PRD00095,WH-MUM,645,78,31,5,220
2022-07-01,PRD00018,WH-CHN,755,179,71,22,137
2022-07-01,PRD00691,WH-BLR,34,88,35,14,288
2022-07-01,PRD00216,WH-CHN,287,196,78,13,253
2022-07-01,PRD00676,WH-HYD,96,196,78,18,126
2022-07-01,PRD00329,WH-BLR,92,70,28,5,18
2022-07-01,PRD00493,WH-BLR,623,91,36,13,170
2022-07-01,PRD00182,WH-MUM,688,162,64,20,93
2022-07-01,PRD00423,WH-MUM,645,168,67,11,200
2022-07-01,PRD00217,WH-CHN,218,194,77,28,31
2022-07-01,PRD00402,WH-DEL,46,94,37,24,259
2022-07-01,PRD00141,WH-HYD,315,156,62,19,5
2022-07-01,PRD00515,WH-KOL,562,175,70,27,232
2022-07-01,PRD00139,WH-DEL,705,127,50,8,186
2022-07-01,PRD00532,WH-HYD,707,136,54,5,183
2022-07-01,PRD00321,WH-MUM,480,107,42,13,212
2022-07-01,PRD00401,WH-KOL,381,184,73,26,297
2022-07-01,PRD00173,WH-KOL,58,92,36,8,210
2022-07-01,PRD00409,WH-MUM,168,123,49,22,292
2022-07-01,PRD00028,WH-HYD,386,127,50,8,245
2022-07-01,PRD00212,WH-BLR,590,129,51,9,87
2022-07-01,PRD00370,WH-DEL,332,196,78,21,134
2022-07-01,PRD00543,WH-BLR,426,171,68,24,42
2022-07-01,PRD00204,WH-DEL,678,166,66,29,243
2022-07-01,PRD00761,WH-HYD,352,155,62,18,255
2022-07-01,PRD00570,WH-CHN,611,141,56,25,261
2022-07-01,PRD00451,WH-HYD,458,55,22,18,88
2022-07-01,PRD00146,WH-KOL,718,120,48,7,286
2022-07-01,PRD00671,WH-BLR,477,75,30,11,86
2022-07-01,PRD00031,WH-HYD,467,64,25,7,251
2022-07-01,PRD00582,WH-BLR,677,64,25,24,139
2022-07-01,PRD00125,WH-DEL,484,189,75,25,88
2022-07-01,PRD00723,WH-KOL,386,197,78,26,111
2022-07-01,PRD00167,WH-BLR,139,112,44,15,282
2022-07-01,PRD00573,WH-DEL,9,54,21,9,233
2022-07-01,PRD00359,WH-CHN,240,98,39,16,11
2022-07-01,PRD00385,WH-CHN,336,106,42,9,9
2022-07-01,PRD00174,WH-KOL,531,172,68,7,195
2022-07-01,PRD00232,WH-HYD,214,89,35,21,191
2022-07-01,PRD00294,WH-DEL,205,97,38,13,227
2022-07-01,PRD00713,WH-DEL,608,136,54,17,41
2022-07-01,PRD00525,WH-BLR,704,89,35,21,222
2022-07-01,PRD00376,WH-DEL,110,57,22,13,199
2022-07-01,PRD00073,WH-MUM,493,180,72,29,64
2022-07-01,PRD00577,WH-KOL,85,103,41,11,176
2022-07-01,PRD00464,WH-MUM,51,186,74,3,234
2022-07-01,PRD00688,WH-BLR,687,176,70,24,287
2022-07-01,PRD00530,WH-BLR,625,103,41,17,271
2022-07-01,PRD00627,WH-MUM,556,114,45,21,105
2022-07-01,PRD00687,WH-MUM,378,191,76,14,288
2022-07-01,PRD00075,WH-DEL,249,137,54,21,77
2022-07-01,PRD00705,WH-CHN,131,152,60,27,235
2022-07-01,PRD00719,WH-BLR,514,147,58,26,298
2022-07-01,PRD00302,WH-HYD,576,74,29,18,94
2022-07-01,PRD00524,WH-KOL,77,148,59,22,121
2022-07-01,PRD00508,WH-HYD,539,89,35,25,239
2022-07-01,PRD00786,WH-BLR,43,96,38,25,261
2022-07-01,PRD00118,WH-HYD,530,194,77,17,151
2022-07-01,PRD00629,WH-HYD,34,137,54,23,44
2022-07-01,PRD00766,WH-BLR,679,145,58,5,105
2022-07-01,PRD00296,WH-KOL,586,95,38,8,219
2022-07-01,PRD00632,WH-CHN,756,112,44,13,46
2022-07-01,PRD00063,WH-BLR,315,66,26,16,61
2022-07-01,PRD00252,WH-CHN,662,126,50,16,256
2022-07-01,PRD00128,WH-HYD,540,109,43,23,72
2022-07-01,PRD00460,WH-MUM,146,78,31,18,169
2022-07-01,PRD00558,WH-CHN,318,144,57,7,286
2022-07-01,PRD00784,WH-BLR,159,123,49,28,124
2022-07-01,PRD00674,WH-KOL,221,64,25,15,162
2022-07-01,PRD00701,WH-BLR,198,92,36,6,215
2022-07-01,PRD00721,WH-CHN,694,179,71,24,170
2022-07-01,PRD00271,WH-BLR,31,182,72,29,5
2022-07-01,PRD00136,WH-HYD,661,57,22,9,297
2022-07-01,PRD00137,WH-KOL,711,99,39,15,128
2022-07-01,PRD00224,WH-CHN,607,173,69,22,57
2022-07-01,PRD00230,WH-BLR,80,106,42,7,166
2022-07-01,PRD00649,WH-HYD,562,98,39,10,126
2022-07-01,PRD00312,WH-BLR,91,100,40,6,84
2022-07-01,PRD00188,WH-CHN,76,163,65,13,243
2022-07-01,PRD00077,WH-CHN,727,64,25,28,74
2022-07-01,PRD00170,WH-BLR,123,88,35,17,294
2022-07-01,PRD00640,WH-MUM,775,71,28,27,90
2022-07-01,PRD00638,WH-HYD,230,93,37,8,122
2022-07-01,PRD00696,WH-BLR,312,86,34,28,225
2022-07-01,PRD00594,WH-KOL,511,118,47,6,164
2022-07-01,PRD00276,WH-BLR,660,58,23,24,266
2022-07-01,PRD00060,WH-MUM,39,163,65,20,95
2022-07-01,PRD00769,WH-DEL,765,73,29,23,129
2022-07-01,PRD00433,WH-DEL,475,87,34,11,9
2022-07-01,PRD00633,WH-MUM,169,150,60,3,292
2022-07-01,PRD00763,WH-CHN,451,155,62,12,6
2022-07-01,PRD00155,WH-BLR,157,58,23,15,155
2022-07-01,PRD00458,WH-MUM,286,169,67,17,97
2022-07-01,PRD00517,WH-MUM,72,64,25,13,205
2022-07-01,PRD00324,WH-KOL,83,55,22,7,187
2022-07-01,PRD00731,WH-MUM,236,95,38,16,280
2022-07-01,PRD00495,WH-MUM,242,95,38,10,251
2022-07-01,PRD00316,WH-DEL,352,108,43,13,278
2022-07-01,PRD00567,WH-CHN,162,102,40,8,15
2022-07-01,PRD00026,WH-DEL,175,170,68,6,116
2022-07-01,PRD00030,WH-DEL,143,86,34,22,160
2022-07-01,PRD00732,WH-KOL,547,171,68,26,281
2022-07-01,PRD00226,WH-HYD,544,112,44,5,258
2022-07-01,PRD00601,WH-CHN,640,116,46,4,275
2022-07-01,PRD00612,WH-KOL,526,116,46,9,227
2022-07-01,PRD00622,WH-DEL,547,98,39,25,173
2022-07-01,PRD00260,WH-MUM,730,73,29,18,229
2022-07-01,PRD00354,WH-CHN,68,163,65,6,134
2022-07-01,PRD00545,WH-DEL,581,110,44,18,153
2022-07-01,PRD00764,WH-BLR,388,88,35,29,254
2022-07-01,PRD00502,WH-DEL,780,101,40,16,236
2022-07-01,PRD00323,WH-BLR,208,70,28,25,235
2022-07-01,PRD00383,WH-CHN,572,139,55,6,6
2022-07-01,PRD00337,WH-CHN,280,188,75,7,152
2022-07-01,PRD00291,WH-CHN,231,106,42,4,69
2022-07-01,PRD00175,WH-HYD,558,139,55,18,124
2022-07-01,PRD00749,WH-BLR,589,73,29,6,260
2022-07-01,PRD00521,WH-BLR,3,115,46,17,181
2022-07-01,PRD00663,WH-HYD,509,133,53,8,122
2022-07-01,PRD00006,WH-MUM,6,127,50,11,207
2022-07-01,PRD00536,WH-CHN,741,80,32,17,41
2022-07-01,PRD00514,WH-MUM,673,79,31,3,260
2022-07-01,PRD00334,WH-CHN,681,91,36,23,164
2022-07-01,PRD00200,WH-KOL,12,184,73,20,127
2022-07-01,PRD00715,WH-BLR,63,163,65,23,30
2022-07-01,PRD00364,WH-CHN,321,127,50,3,247
2022-07-01,PRD00785,WH-CHN,302,194,77,25,179
2022-07-01,PRD00238,WH-KOL,705,116,46,11,174
2022-07-01,PRD00327,WH-DEL,443,66,26,14,183
2022-07-01,PRD00544,WH-MUM,780,172,68,26,176
2022-07-01,PRD00442,WH-DEL,528,96,38,28,233
2022-07-01,PRD00609,WH-BLR,712,51,20,29,222
2022-07-01,PRD00800,WH-BLR,411,121,48,4,46
2022-07-01,PRD00651,WH-KOL,514,169,67,7,295
2022-07-01,PRD00554,WH-HYD,345,149,59,12,243
2022-07-01,PRD00015,WH-CHN,4,56,22,16,74
2022-07-01,PRD00228,WH-BLR,756,91,36,21,102
2022-07-01,PRD00186,WH-DEL,713,85,34,20,169
2022-07-01,PRD00274,WH-HYD,344,52,20,6,75
2022-07-01,PRD00099,WH-MUM,41,94,37,26,209
2022-07-01,PRD00512,WH-MUM,35,113,45,11,161
2022-07-01,PRD00795,WH-KOL,161,127,50,7,73
2022-07-01,PRD00164,WH-MUM,330,152,60,15,102
2022-07-01,PRD00176,WH-MUM,365,102,40,4,176
2022-07-01,PRD00227,WH-DEL,296,78,31,29,15
2022-07-01,PRD00393,WH-BLR,556,121,48,4,13
2022-07-01,PRD00424,WH-KOL,296,60,24,9,96
2022-07-01,PRD00065,WH-BLR,770,60,24,26,141
2022-07-01,PRD00712,WH-MUM,786,199,79,29,36
2022-07-01,PRD00427,WH-BLR,303,54,21,3,251
2022-07-01,PRD00407,WH-DEL,431,122,48,9,46
2022-07-01,PRD00572,WH-CHN,743,164,65,27,7
2022-07-01,PRD00152,WH-HYD,122,103,41,26,156
2022-07-01,PRD00319,WH-KOL,718,186,74,27,17
2022-07-01,PRD00111,WH-DEL,13,139,55,5,151
2022-07-01,PRD00328,WH-KOL,749,90,36,17,221
2022-07-01,PRD00372,WH-BLR,636,167,66,25,193
2022-07-01,PRD00698,WH-CHN,0,64,25,11,26
2022-07-01,PRD00011,WH-DEL,204,117,46,16,282
2022-07-01,PRD00045,WH-KOL,643,144,57,3,32
2022-07-01,PRD00605,WH-MUM,692,133,53,18,134
2022-07-01,PRD00194,WH-BLR,603,128,51,29,135
2022-07-01,PRD00004,WH-MUM,53,180,72,19,238
2022-07-01,PRD00314,WH-MUM,263,172,68,9,245
2022-07-01,PRD00162,WH-BLR,377,81,32,6,172
2022-07-01,PRD00344,WH-BLR,552,124,49,17,193
2022-07-01,PRD00411,WH-CHN,141,72,28,4,248
2022-07-01,PRD00471,WH-KOL,627,51,20,6,140
2022-07-01,PRD00285,WH-CHN,306,137,54,21,101
2022-07-01,PRD00239,WH-DEL,177,131,52,6,156
2022-07-01,PRD00655,WH-KOL,311,142,56,9,189
2022-07-01,PRD00679,WH-HYD,713,190,76,13,19
2022-07-01,PRD00413,WH-DEL,143,107,42,4,63
2022-07-01,PRD00062,WH-CHN,140,124,49,21,10
2022-07-01,PRD00281,WH-BLR,647,100,40,20,58
2022-07-01,PRD00586,WH-DEL,146,81,32,19,174
2022-07-01,PRD00668,WH-BLR,85,178,71,6,54
2022-07-01,PRD00102,WH-MUM,476,160,64,4,59
2022-07-01,PRD00533,WH-DEL,182,196,78,28,267
2022-07-01,PRD00046,WH-HYD,354,197,78,23,5
2022-07-01,PRD00606,WH-DEL,192,172,68,20,275
2022-07-01,PRD00642,WH-HYD,216,79,31,9,100
2022-07-01,PRD00760,WH-DEL,773,83,33,10,97
2022-07-01,PRD00044,WH-DEL,646,183,73,22,96
2022-07-01,PRD00695,WH-DEL,2,122,48,27,250
2022-07-01,PRD00279,WH-HYD,142,129,51,9,259
2022-07-01,PRD00358,WH-DEL,605,146,58,17,261
2022-07-01,PRD00145,WH-BLR,544,107,42,18,47
2022-07-01,PRD00624,WH-DEL,242,179,71,9,188
2022-07-01,PRD00621,WH-DEL,152,74,29,19,55
2022-07-01,PRD00299,WH-KOL,480,58,23,7,231
2022-07-01,PRD00662,WH-KOL,197,135,54,24,272
2022-07-01,PRD00432,WH-DEL,117,84,33,12,40
2022-07-01,PRD00272,WH-KOL,651,62,24,9,72
2022-07-01,PRD00503,WH-MUM,285,63,25,11,174
2022-07-01,PRD00055,WH-DEL,700,81,32,14,275
2022-07-01,PRD00206,WH-HYD,31,158,63,18,61
2022-07-01,PRD00709,WH-BLR,585,126,50,17,13
2022-07-01,PRD00568,WH-MUM,549,129,51,18,256
2022-07-01,PRD00387,WH-CHN,124,177,70,3,293
2022-07-01,PRD00246,WH-KOL,75,99,39,13,8
2022-07-01,PRD00345,WH-HYD,158,83,33,26,188
2022-07-01,PRD00666,WH-BLR,163,112,44,29,298
2022-07-01,PRD00361,WH-HYD,554,192,76,23,122
2022-07-01,PRD00053,WH-HYD,611,65,26,28,16
2022-07-01,PRD00472,WH-KOL,572,191,76,28,6
2022-07-01,PRD00652,WH-CHN,484,106,42,18,80
2022-08-01,PRD00675,WH-CHN,563,81,32,6,42
2022-08-01,PRD00634,WH-CHN,47,139,55,7,272
2022-08-01,PRD00205,WH-KOL,158,92,36,21,228
2022-08-01,PRD00012,WH-BLR,700,156,62,15,63
2022-08-01,PRD00177,WH-BLR,189,74,29,17,26
2022-08-01,PRD00144,WH-BLR,303,125,50,13,54
2022-08-01,PRD00454,WH-CHN,97,166,66,12,41
2022-08-01,PRD00147,WH-KOL,675,161,64,23,103
2022-08-01,PRD00740,WH-DEL,659,127,50,18,146
2022-08-01,PRD00511,WH-KOL,491,114,45,21,147
2022-08-01,PRD00575,WH-BLR,241,198,79,24,279
2022-08-01,PRD00009,WH-KOL,411,96,38,28,153
2022-08-01,PRD00528,WH-BLR,66,189,75,8,232
2022-08-01,PRD00750,WH-KOL,724,162,64,19,54
2022-08-01,PRD00469,WH-CHN,541,160,64,7,145
2022-08-01,PRD00412,WH-DEL,514,105,42,5,215
2022-08-01,PRD00796,WH-MUM,758,60,24,4,109
2022-08-01,PRD00213,WH-HYD,460,109,43,12,255
2022-08-01,PRD00123,WH-KOL,761,127,50,19,189
2022-08-01,PRD00448,WH-KOL,188,173,69,19,153
2022-08-01,PRD00168,WH-DEL,382,86,34,22,264
2022-08-01,PRD00339,WH-HYD,131,67,26,12,292
2022-08-01,PRD00620,WH-DEL,696,193,77,27,132
2022-08-01,PRD00659,WH-DEL,582,197,78,14,239
2022-08-01,PRD00338,WH-BLR,478,165,66,28,185
2022-08-01,PRD00614,WH-BLR,200,50,20,15,55
2022-08-01,PRD00768,WH-DEL,18,181,72,29,44
2022-08-01,PRD00555,WH-MUM,790,137,54,9,28
2022-08-01,PRD00050,WH-MUM,224,166,66,22,152
2022-08-01,PRD00485,WH-DEL,617,125,50,9,184
2022-08-01,PRD00067,WH-BLR,355,163,65,24,6
2022-08-01,PRD00135,WH-BLR,459,55,22,15,234
2022-08-01,PRD00396,WH-BLR,292,113,45,17,17
2022-08-01,PRD00366,WH-KOL,344,183,73,14,6
2022-08-01,PRD00482,WH-KOL,600,77,30,13,133
2022-08-01,PRD00297,WH-HYD,119,80,32,23,126
2022-08-01,PRD00435,WH-MUM,180,146,58,23,267
2022-08-01,PRD00416,WH-BLR,367,179,71,11,209
2022-08-01,PRD00643,WH-HYD,399,105,42,6,251
2022-08-01,PRD00513,WH-HYD,178,64,25,10,92
2022-08-01,PRD00429,WH-DEL,584,54,21,25,160
2022-08-01,PRD00616,WH-CHN,229,190,76,5,283
2022-08-01,PRD00724,WH-BLR,662,141,56,22,196
2022-08-01,PRD00745,WH-BLR,353,186,74,15,289
2022-08-01,PRD00473,WH-CHN,57,167,66,8,24
2022-08-01,PRD00187,WH-MUM,102,119,47,12,117
2022-08-01,PRD00506,WH-MUM,124,87,34,17,75
2022-08-01,PRD00538,WH-KOL,4,135,54,20,223
2022-08-01,PRD00244,WH-DEL,219,106,42,17,119
2022-08-01,PRD00670,WH-BLR,786,79,31,15,152
2022-08-01,PRD00076,WH-HYD,657,160,64,24,148
2022-08-01,PRD00526,WH-MUM,21,73,29,21,288
2022-08-01,PRD00742,WH-MUM,645,163,65,10,169
2022-08-01,PRD00728,WH-DEL,535,51,20,6,213
2022-08-01,PRD00295,WH-CHN,483,194,77,15,65
2022-08-01,PRD00105,WH-HYD,541,138,55,18,74
2022-08-01,PRD00392,WH-BLR,567,140,56,8,143
2022-08-01,PRD00585,WH-HYD,746,197,78,21,266
2022-08-01,PRD00225,WH-DEL,427,107,42,24,92
2022-08-01,PRD00103,WH-CHN,267,149,59,14,266
2022-08-01,PRD00180,WH-KOL,663,90,36,27,83
2022-08-01,PRD00223,WH-DEL,441,180,72,29,184
2022-08-01,PRD00563,WH-DEL,751,176,70,14,36
2022-08-01,PRD00631,WH-CHN,671,135,54,22,228
2022-08-01,PRD00780,WH-HYD,489,81,32,9,133
2022-08-01,PRD00233,WH-DEL,317,112,44,26,74
2022-08-01,PRD00682,WH-DEL,716,137,54,26,193
2022-08-01,PRD00107,WH-KOL,24,130,52,20,282
2022-08-01,PRD00611,WH-BLR,379,92,36,25,7
2022-08-01,PRD00202,WH-DEL,234,165,66,9,117
2022-08-01,PRD00382,WH-CHN,262,114,45,7,143
2022-08-01,PRD00797,WH-KOL,737,182,72,10,27
2022-08-01,PRD00562,WH-KOL,424,158,63,14,106
2022-08-01,PRD00265,WH-MUM,547,174,69,29,33
2022-08-01,PRD00240,WH-HYD,269,88,35,21,93
2022-08-01,PRD00218,WH-HYD,589,101,40,18,241
2022-08-01,PRD00571,WH-BLR,521,75,30,24,268
2022-08-01,PRD00590,WH-MUM,532,188,75,6,159
2022-08-01,PRD00561,WH-BLR,576,196,78,22,29
2022-08-01,PRD00149,WH-HYD,44,88,35,27,164
2022-08-01,PRD00767,WH-MUM,669,145,58,28,75
2022-08-01,PRD00150,WH-CHN,451,69,27,9,203
2022-08-01,PRD00386,WH-DEL,224,152,60,18,221
2022-08-01,PRD00277,WH-HYD,269,137,54,23,160
2022-08-01,PRD00553,WH-CHN,360,167,66,25,48
2022-08-01,PRD00352,WH-HYD,260,131,52,10,153
2022-08-01,PRD00775,WH-DEL,18,177,70,29,168
2022-08-01,PRD00658,WH-HYD,305,59,23,14,171
2022-08-01,PRD00340,WH-DEL,538,102,40,20,74
2022-08-01,PRD00487,WH-HYD,77,189,75,11,208
2022-08-01,PRD00047,WH-DEL,595,50,20,20,66
2022-08-01,PRD00722,WH-CHN,216,85,34,26,182
2022-08-01,PRD00101,WH-MUM,737,191,76,3,67
2022-08-01,PRD00397,WH-MUM,253,188,75,5,106
2022-08-01,PRD00191,WH-BLR,665,118,47,18,90
2022-08-01,PRD00623,WH-KOL,150,130,52,15,258
2022-08-01,PRD00043,WH-MUM,125,129,51,8,161
2022-08-01,PRD00331,WH-MUM,5,106,42,15,216
2022-08-01,PRD00596,WH-MUM,534,138,55,14,194
2022-08-01,PRD00088,WH-CHN,662,135,54,24,107
2022-08-01,PRD00422,WH-BLR,496,110,44,10,293
2022-08-01,PRD00255,WH-MUM,535,124,49,18,273
2022-08-01,PRD00024,WH-BLR,110,163,65,17,233
2022-08-01,PRD00273,WH-BLR,448,82,32,24,267
2022-08-01,PRD00744,WH-HYD,730,85,34,11,166
2022-08-01,PRD00661,WH-BLR,591,127,50,16,91
2022-08-01,PRD00541,WH-HYD,397,191,76,24,76
2022-08-01,PRD00733,WH-CHN,332,145,58,26,233
2022-08-01,PRD00349,WH-MUM,248,165,66,10,139
2022-08-01,PRD00574,WH-KOL,680,152,60,6,61
2022-08-01,PRD00198,WH-MUM,645,157,62,17,269
2022-08-01,PRD00010,WH-HYD,434,197,78,21,55
2022-08-01,PRD00286,WH-MUM,696,199,79,20,24
2022-08-01,PRD00461,WH-MUM,654,156,62,4,189
2022-08-01,PRD00293,WH-DEL,432,95,38,23,129
2022-08-01,PRD00748,WH-HYD,770,155,62,19,250
2022-08-01,PRD00437,WH-KOL,288,97,38,10,148
2022-08-01,PRD00098,WH-DEL,727,61,24,19,178
2022-08-01,PRD00219,WH-DEL,458,174,69,12,84
2022-08-01,PRD00486,WH-HYD,37,154,61,20,220
2022-08-01,PRD00576,WH-HYD,13,141,56,14,207
2022-08-01,PRD00241,WH-DEL,497,133,53,3,11
2022-08-01,PRD00794,WH-BLR,217,71,28,11,54
2022-08-01,PRD00488,WH-KOL,633,67,26,14,243
2022-08-01,PRD00019,WH-BLR,332,121,48,22,91
2022-08-01,PRD00368,WH-KOL,69,176,70,11,81
2022-08-01,PRD00452,WH-HYD,688,128,51,3,26
2022-08-01,PRD00143,WH-MUM,79,111,44,28,39
2022-08-01,PRD00600,WH-DEL,661,167,66,22,264
2022-08-01,PRD00415,WH-CHN,219,118,47,18,10
2022-08-01,PRD00737,WH-HYD,294,189,75,21,210
2022-08-01,PRD00678,WH-KOL,674,147,58,22,146
2022-08-01,PRD00758,WH-KOL,775,108,43,9,101
2022-08-01,PRD00646,WH-KOL,27,81,32,12,139
2022-08-01,PRD00455,WH-HYD,615,97,38,11,224
2022-08-01,PRD00153,WH-DEL,150,172,68,5,220
2022-08-01,PRD00684,WH-BLR,112,131,52,24,281
2022-08-01,PRD00430,WH-MUM,676,168,67,29,107
2022-08-01,PRD00660,WH-BLR,285,141,56,28,48
2022-08-01,PRD00069,WH-KOL,127,162,64,29,119
2022-08-01,PRD00690,WH-HYD,786,131,52,13,286
2022-08-01,PRD00390,WH-KOL,87,62,24,11,147
2022-08-01,PRD00560,WH-DEL,452,60,24,27,9
2022-08-01,PRD00183,WH-BLR,432,113,45,10,33
2022-08-01,PRD00608,WH-KOL,746,178,71,24,159
2022-08-01,PRD00243,WH-CHN,738,117,46,26,292
2022-08-01,PRD00739,WH-CHN,778,104,41,9,184
2022-08-01,PRD00788,WH-CHN,418,105,42,27,296
2022-08-01,PRD00317,WH-HYD,112,103,41,16,258
2022-08-01,PRD00266,WH-BLR,607,193,77,10,67
2022-08-01,PRD00100,WH-BLR,748,137,54,29,164
2022-08-01,PRD00257,WH-MUM,443,166,66,29,246
2022-08-01,PRD00497,WH-KOL,766,74,29,8,48
2022-08-01,PRD00720,WH-KOL,460,74,29,22,253
2022-08-01,PRD00449,WH-BLR,476,177,70,25,268
2022-08-01,PRD00477,WH-BLR,752,61,24,19,97
2022-08-01,PRD00071,WH-BLR,685,114,45,9,202
2022-08-01,PRD00747,WH-DEL,123,184,73,22,206
2022-08-01,PRD00347,WH-DEL,7,135,54,17,192
2022-08-01,PRD00082,WH-HYD,548,122,48,4,173
2022-08-01,PRD00132,WH-MUM,268,138,55,8,292
2022-08-01,PRD00172,WH-DEL,440,168,67,24,287
2022-08-01,PRD00579,WH-CHN,703,87,34,28,109
2022-08-01,PRD00489,WH-MUM,299,125,50,13,19
2022-08-01,PRD00793,WH-BLR,380,152,60,9,232
2022-08-01,PRD00762,WH-HYD,572,117,46,9,112
2022-08-01,PRD00439,WH-MUM,427,149,59,5,71
2022-08-01,PRD00126,WH-HYD,59,151,60,5,133
2022-08-01,PRD00628,WH-KOL,139,50,20,15,245
2022-08-01,PRD00014,WH-DEL,134,147,58,3,143
2022-08-01,PRD00669,WH-CHN,247,51,20,9,275
2022-08-01,PRD00142,WH-MUM,428,108,43,4,267
2022-08-01,PRD00770,WH-MUM,56,193,77,14,17
2022-08-01,PRD00534,WH-DEL,487,124,49,21,166
2022-08-01,PRD00527,WH-CHN,566,54,21,21,16
2022-08-01,PRD00305,WH-CHN,426,74,29,24,91
2022-08-01,PRD00481,WH-HYD,154,132,52,25,50
2022-08-01,PRD00665,WH-KOL,720,147,58,15,294
2022-08-01,PRD00083,WH-KOL,708,85,34,19,20
2022-08-01,PRD00425,WH-KOL,704,173,69,12,292
