customer_id,gender,age,city,state,customer_segment,registration_date
CUST018903,Female,57,Ranchi,Jharkhand,Regular,2020-12-14
CUST018904,Male,26,Cuttack,Odisha,Occasional,2018-06-04
CUST018905,Female,61,Ranchi,Jharkhand,New,2021-07-22
CUST018906,Female,49,Udaipur,Rajasthan,Occasional,2020-11-23
CUST018907,Female,38,Thiruvananthapuram,Kerala,Regular,2022-12-23
CUST018908,Female,42,Chandigarh,Chandigarh,New,2019-10-01
CUST018909,Female,35,Kanpur,Uttar Pradesh,Regular,2018-06-02
CUST018910,Female,28,Cuttack,Odisha,Regular,2023-08-05
CUST018911,Female,54,Kanpur,Uttar Pradesh,Regular,2019-08-24
CUST018912,Male,48,Kolkata,West Bengal,Regular,2018-07-10
CUST018913,Male,48,Madurai,Tamil Nadu,Regular,2024-08-06
CUST018914,Female,58,Noida,Uttar Pradesh,Premium,2021-05-02
CUST018915,Female,57,Jaipur,Rajasthan,Regular,2021-05-28
CUST018916,Male,35,Lucknow,Uttar Pradesh,Regular,2024-08-31
CUST018917,Male,39,Noida,Uttar Pradesh,New,2019-01-04
CUST018918,Male,34,Kochi,Kerala,Premium,2021-09-20
CUST018919,Female,62,Mangaluru,Karnataka,Regular,2023-06-27
CUST018920,Male,40,Delhi,Delhi,Occasional,2019-05-02
CUST018921,Male,55,Bengaluru,Karnataka,Regular,2023-10-30
CUST018922,Male,45,New Delhi,Delhi,Regular,2019-05-16
CUST018923,Male,24,Mangaluru,Karnataka,New,2019-12-18
CUST018924,Female,51,Siliguri,West Bengal,Regular,2018-05-17
CUST018925,Female,19,Bhubaneswar,Odisha,Regular,2021-08-21
CUST018926,Male,61,Chennai,Tamil Nadu,Regular,2019-07-24
CUST018927,Male,19,Surat,Gujarat,New,2023-04-15
CUST018928,Female,39,Chandigarh,Chandigarh,Regular,2018-07-18
CUST018929,Female,18,Mysuru,Karnataka,Regular,2021-06-28
CUST018930,Male,51,Surat,Gujarat,Regular,2020-08-31
CUST018931,Male,54,Bengaluru,Karnataka,Occasional,2024-06-04
CUST018932,Other,28,Mangaluru,Karnataka,Premium,2018-05-15
CUST018933,Female,44,Bengaluru,Karnataka,Regular,2021-12-30
CUST018934,Female,31,Udaipur,Rajasthan,Regular,2021-03-19
CUST018935,Male,25,Udaipur,Rajasthan,Occasional,2020-06-08
CUST018936,Female,34,Vadodara,Gujarat,Premium,2024-04-09
CUST018937,Female,30,Cuttack,Odisha,New,2018-03-19
CUST018938,Female,57,Mangaluru,Karnataka,Regular,2019-11-11
CUST018939,Other,64,Ranchi,Jharkhand,Regular,2019-04-11
CUST018940,Male,24,Visakhapatnam,Andhra Pradesh,Regular,2024-12-21
CUST018941,Female,32,Jaipur,Rajasthan,Regular,2019-06-14
CUST018942,Male,58,Lucknow,Uttar Pradesh,New,2019-11-25
CUST018943,Female,63,Siliguri,West Bengal,Regular,2019-03-21
CUST018944,Female,32,Bhopal,Madhya Pradesh,Premium,2018-11-26
CUST018945,Female,60,Chennai,Tamil Nadu,Regular,2023-11-12
CUST018946,Male,53,Bhopal,Madhya Pradesh,Premium,2023-09-03
CUST018947,Male,31,Ranchi,Jharkhand,Premium,2020-02-22
CUST018948,Male,47,Mumbai,Maharashtra,Regular,2024-10-07
CUST018949,Male,71,Chandigarh,Chandigarh,Premium,2019-10-18
CUST018950,Male,64,Faridabad,Haryana,Occasional,2021-08-28
CUST018951,Female,53,Thiruvananthapuram,Kerala,Regular,2021-05-09
CUST018952,Female,31,Cuttack,Odisha,Regular,2019-08-05
CUST018953,Female,21,Pune,Maharashtra,Regular,2019-09-01
CUST018954,Female,26,Siliguri,West Bengal,Occasional,2020-10-19
CUST018955,Female,50,Madurai,Tamil Nadu,New,2020-10-10
CUST018956,Female,25,Faridabad,Haryana,Occasional,2023-12-03
CUST018957,Male,32,Warangal,Telangana,Occasional,2018-09-25
CUST018958,Male,55,Nagpur,Maharashtra,New,2022-11-07
CUST018959,Male,46,Kolkata,West Bengal,Occasional,2021-12-13
CUST018960,Female,18,Warangal,Telangana,Regular,2020-11-17
CUST018961,Female,55,Cuttack,Odisha,Occasional,2024-05-12
CUST018962,Female,69,Siliguri,West Bengal,Occasional,2018-12-16
CUST018963,Female,44,Chandigarh,Chandigarh,Regular,2024-03-09
CUST018964,Female,31,Mysuru,Karnataka,Occasional,2022-01-23
CUST018965,Other,25,Madurai,Tamil Nadu,Regular,2023-04-09
CUST018966,Female,24,Indore,Madhya Pradesh,Regular,2023-02-15
CUST018967,Male,41,Bengaluru,Karnataka,New,2023-05-09
CUST018968,Male,33,Noida,Uttar Pradesh,New,2019-05-12
CUST018969,Male,18,Warangal,Telangana,Premium,2023-11-09
CUST018970,Female,59,Udaipur,Rajasthan,Regular,2018-02-16
CUST018971,Female,29,Indore,Madhya Pradesh,New,2018-09-18
CUST018972,Male,58,Patna,Bihar,Regular,2020-07-10
CUST018973,Female,27,Kanpur,Uttar Pradesh,Premium,2020-08-07
CUST018974,Male,59,Mumbai,Maharashtra,Regular,2021-10-28
CUST018975,Female,52,Vadodara,Gujarat,Regular,2023-08-09
CUST018976,Male,51,Kanpur,Uttar Pradesh,New,2018-05-09
CUST018977,Male,26,Udaipur,Rajasthan,Occasional,2024-03-20
CUST018978,Male,66,Kolkata,West Bengal,New,2018-09-06
CUST018979,Male,39,Faridabad,Haryana,Occasional,2020-05-17
CUST018980,Male,54,Patna,Bihar,Regular,2022-05-12
CUST018981,Female,29,Ahmedabad,Gujarat,Premium,2020-01-26
CUST018982,Male,53,Siliguri,West Bengal,Occasional,2020-10-11
CUST018983,Female,59,Bhopal,Madhya Pradesh,Regular,2019-04-30
CUST018984,Male,49,Kanpur,Uttar Pradesh,New,2022-09-21
CUST018985,Male,34,Delhi,Delhi,Regular,2018-06-18
CUST018986,Female,19,Madurai,Tamil Nadu,Regular,2022-11-21
CUST018987,Male,48,Delhi,Delhi,Regular,2018-12-19
CUST018988,Female,37,Noida,Uttar Pradesh,Premium,2020-08-11
CUST018989,Male,71,Gurugram,Haryana,New,2020-03-24
CUST018990,Male,55,Mumbai,Maharashtra,Premium,2023-05-06
CUST018991,Male,22,Kolkata,West Bengal,Regular,2021-11-12
CUST018992,Female,25,Bengaluru,Karnataka,Regular,2023-09-20
CUST018993,Male,33,Lucknow,Uttar Pradesh,New,2020-03-19
CUST018994,Female,49,Indore,Madhya Pradesh,Regular,2021-06-17
CUST018995,Female,20,Patna,Bihar,New,2018-01-24
CUST018996,Male,26,Mangaluru,Karnataka,Occasional,2021-04-08
CUST018997,Female,53,Chennai,Tamil Nadu,Occasional,2018-11-23
CUST018998,Male,50,Chandigarh,Chandigarh,Occasional,2019-02-24
CUST018999,Female,23,Bhopal,Madhya Pradesh,Regular,2020-11-03
CUST019000,Female,49,Noida,Uttar Pradesh,Regular,2021-10-28
CUST019001,Male,35,Noida,Uttar Pradesh,Regular,2024-01-20
CUST019002,Female,21,Kolkata,West Bengal,Regular,2021-12-14
CUST019003,Male,61,Chandigarh,Chandigarh,Regular,2021-05-28
CUST019004,Male,63,Cuttack,Odisha,New,2018-06-26
CUST019005,Female,45,Cuttack,Odisha,Regular,2024-01-04
CUST019006,Other,52,Cuttack,Odisha,Occasional,2023-07-09
CUST019007,Female,68,Udaipur,Rajasthan,Regular,2018-07-15
CUST019008,Male,51,Vadodara,Gujarat,New,2021-06-18
CUST019009,Female,51,Bhubaneswar,Odisha,Occasional,2021-07-26
CUST019010,Male,66,Mangaluru,Karnataka,Regular,2018-08-12
CUST019011,Male,54,Delhi,Delhi,Regular,2020-03-03
CUST019012,Female,50,Chennai,Tamil Nadu,Occasional,2022-12-14
CUST019013,Male,33,Thiruvananthapuram,Kerala,Occasional,2024-11-04
CUST019014,Male,55,Faridabad,Haryana,Regular,2018-05-06
CUST019015,Female,54,Ahmedabad,Gujarat,New,2023-11-21
CUST019016,Female,61,Chennai,Tamil Nadu,Regular,2021-09-24
CUST019017,Female,34,Mumbai,Maharashtra,Occasional,2022-05-11
CUST019018,Male,40,Bhopal,Madhya Pradesh,Regular,2023-06-05
CUST019019,Female,28,Mangaluru,Karnataka,Occasional,2021-07-02
CUST019020,Male,68,Ranchi,Jharkhand,Occasional,2023-06-20
CUST019021,Female,51,Vadodara,Gujarat,Regular,2023-10-31
CUST019022,Female,42,Visakhapatnam,Andhra Pradesh,Occasional,2019-09-18
CUST019023,Female,65,Bhubaneswar,Odisha,New,2019-06-21
CUST019024,Male,36,Kanpur,Uttar Pradesh,Premium,2019-11-02
CUST019025,Male,25,Bhubaneswar,Odisha,Regular,2020-02-05
CUST019026,Female,21,Lucknow,Uttar Pradesh,Occasional,2019-07-15
CUST019027,Male,23,Faridabad,Haryana,Occasional,2019-11-04
CUST019028,Female,41,Pune,Maharashtra,Regular,2022-04-21
CUST019029,Male,37,Chandigarh,Chandigarh,Regular,2019-09-19
CUST019030,Male,20,Kanpur,Uttar Pradesh,Regular,2022-01-14
CUST019031,Male,58,Udaipur,Rajasthan,Regular,2024-07-17
CUST019032,Male,40,Bengaluru,Karnataka,Regular,2022-09-28
CUST019033,Female,36,Surat,Gujarat,Regular,2018-05-23
CUST019034,Male,18,Siliguri,West Bengal,Regular,2020-03-13
CUST019035,Female,20,Cuttack,Odisha,Regular,2022-06-24
CUST019036,Male,40,Mysuru,Karnataka,Regular,2020-07-12
CUST019037,Male,18,Pune,Maharashtra,Regular,2023-10-15
CUST019038,Male,64,Ranchi,Jharkhand,New,2021-03-27
CUST019039,Male,22,Mangaluru,Karnataka,Occasional,2023-03-12
CUST019040,Female,45,Kolkata,West Bengal,Regular,2022-10-31
CUST019041,Other,65,Jaipur,Rajasthan,New,2024-01-28
CUST019042,Female,22,Surat,Gujarat,Regular,2018-06-02
CUST019043,Female,36,Surat,Gujarat,Regular,2020-04-03
CUST019044,Female,61,Delhi,Delhi,Premium,2019-10-03
CUST019045,Female,30,Hyderabad,Telangana,Regular,2018-02-10
CUST019046,Female,47,Warangal,Telangana,Occasional,2022-01-06
CUST019047,Female,25,Nagpur,Maharashtra,Premium,2022-02-23
CUST019048,Female,34,Cuttack,Odisha,Occasional,2020-04-23
CUST019049,Female,42,Lucknow,Uttar Pradesh,Regular,2019-01-01
CUST019050,Female,29,Lucknow,Uttar Pradesh,New,2022-03-29
CUST019051,Female,63,Madurai,Tamil Nadu,Occasional,2022-04-12
CUST019052,Female,46,Thiruvananthapuram,Kerala,Occasional,2024-01-06
CUST019053,Female,60,Mangaluru,Karnataka,Regular,2019-09-07
CUST019054,Male,18,Mangaluru,Karnataka,Premium,2019-06-22
CUST019055,Female,19,Lucknow,Uttar Pradesh,Occasional,2018-11-09
CUST019056,Male,65,Nagpur,Maharashtra,Occasional,2022-03-14
CUST019057,Female,51,Lucknow,Uttar Pradesh,Occasional,2018-08-10
CUST019058,Male,50,Bengaluru,Karnataka,Occasional,2019-06-15
CUST019059,Male,18,Ahmedabad,Gujarat,Premium,2020-02-09
CUST019060,Female,27,Udaipur,Rajasthan,Regular,2019-03-02
CUST019061,Female,35,Surat,Gujarat,Premium,2021-08-01
CUST019062,Male,39,Siliguri,West Bengal,Occasional,2024-09-17
CUST019063,Male,70,Madurai,Tamil Nadu,Occasional,2020-08-04
CUST019064,Female,70,Surat,Gujarat,Regular,2020-01-08
CUST019065,Male,48,Mumbai,Maharashtra,Premium,2024-11-22
CUST019066,Male,19,Chandigarh,Chandigarh,Premium,2021-10-16
CUST019067,Female,40,Noida,Uttar Pradesh,Regular,2023-06-26
CUST019068,Female,20,Coimbatore,Tamil Nadu,New,2019-05-10
CUST019069,Female,63,Delhi,Delhi,New,2020-12-21
CUST019070,Female,61,Ahmedabad,Gujarat,Regular,2020-08-13
CUST019071,Female,41,Bengaluru,Karnataka,Occasional,2023-03-05
CUST019072,Female,42,Pune,Maharashtra,Occasional,2020-12-17
CUST019073,Female,58,Ranchi,Jharkhand,Regular,2023-02-10
CUST019074,Male,30,Visakhapatnam,Andhra Pradesh,Occasional,2019-06-01
CUST019075,Male,27,Vijayawada,Andhra Pradesh,Regular,2020-10-20
CUST019076,Female,23,Gurugram,Haryana,Occasional,2020-01-23
CUST019077,Female,22,Ahmedabad,Gujarat,Regular,2018-05-09
CUST019078,Male,67,Udaipur,Rajasthan,Regular,2024-04-22
CUST019079,Female,56,Hyderabad,Telangana,Occasional,2022-03-28
CUST019080,Female,33,Jaipur,Rajasthan,Premium,2024-04-11
CUST019081,Male,60,Jaipur,Rajasthan,Regular,2024-12-23
CUST019082,Female,38,Madurai,Tamil Nadu,Occasional,2020-07-04
CUST019083,Female,59,Indore,Madhya Pradesh,Regular,2023-08-07
CUST019084,Male,57,Nagpur,Maharashtra,Occasional,2024-09-15
CUST019085,Female,22,Surat,Gujarat,Regular,2019-03-28
CUST019086,Male,50,Bhubaneswar,Odisha,Premium,2022-08-19
CUST019087,Female,20,Vijayawada,Andhra Pradesh,Regular,2024-05-15
CUST019088,Female,32,Delhi,Delhi,Regular,2024-11-09
CUST019089,Female,27,Vadodara,Gujarat,Occasional,2022-09-18
CUST019090,Male,18,Kochi,Kerala,Regular,2020-07-03
CUST019091,Male,27,Vijayawada,Andhra Pradesh,Premium,2018-04-15
CUST019092,Female,33,Coimbatore,Tamil Nadu,Regular,2018-12-17
CUST019093,Male,48,Bengaluru,Karnataka,New,2019-10-19
CUST019094,Male,61,Kanpur,Uttar Pradesh,Regular,2021-05-20
CUST019095,Male,45,Jaipur,Rajasthan,New,2023-02-16
CUST019096,Female,54,Vijayawada,Andhra Pradesh,Occasional,2024-07-04
CUST019097,Female,44,Bengaluru,Karnataka,Regular,2020-04-12
CUST019098,Other,71,Ahmedabad,Gujarat,Regular,2024-09-02
CUST019099,Male,28,Kolkata,West Bengal,Regular,2019-07-26
CUST019100,Male,38,Mumbai,Maharashtra,Regular,2019-08-31
CUST019101,Female,54,Mysuru,Karnataka,Regular,2023-08-21
CUST019102,Female,55,Nagpur,Maharashtra,Occasional,2018-02-01
CUST019103,Male,51,Faridabad,Haryana,Regular,2022-08-29
CUST019104,Male,39,Ranchi,Jharkhand,Regular,2021-06-18
CUST019105,Male,27,Kochi,Kerala,Regular,2021-03-19
CUST019106,Female,21,New Delhi,Delhi,Premium,2024-08-03
CUST019107,Male,61,Vijayawada,Andhra Pradesh,Premium,2018-07-23
CUST019108,Female,22,Jaipur,Rajasthan,Regular,2020-06-08
CUST019109,Female,40,Mysuru,Karnataka,Occasional,2021-11-28
CUST019110,Male,33,Vadodara,Gujarat,Regular,2023-07-14
CUST019111,Male,36,Nagpur,Maharashtra,Premium,2023-07-09
CUST019112,Male,32,Vijayawada,Andhra Pradesh,Regular,2020-01-28
CUST019113,Female,68,Vadodara,Gujarat,Regular,2023-01-17
CUST019114,Female,42,Ahmedabad,Gujarat,Occasional,2024-01-14
CUST019115,Male,29,Kanpur,Uttar Pradesh,Occasional,2020-12-16
CUST019116,Female,50,Madurai,Tamil Nadu,Regular,2018-04-01
CUST019117,Female,59,Vijayawada,Andhra Pradesh,New,2019-07-05
CUST019118,Male,25,Kanpur,Uttar Pradesh,Regular,2021-10-11
CUST019119,Male,70,New Delhi,Delhi,Occasional,2023-06-11
CUST019120,Male,20,Jaipur,Rajasthan,Premium,2018-01-21
CUST019121,Male,61,Thiruvananthapuram,Kerala,Premium,2023-04-08
CUST019122,Female,56,Vadodara,Gujarat,Occasional,2024-12-22
CUST019123,Male,69,Noida,Uttar Pradesh,Regular,2024-06-26
CUST019124,Male,55,Madurai,Tamil Nadu,Regular,2021-04-13
CUST019125,Female,22,Madurai,Tamil Nadu,New,2022-02-06
CUST019126,Male,63,Coimbatore,Tamil Nadu,Regular,2020-10-30
CUST019127,Male,56,Bhopal,Madhya Pradesh,Occasional,2024-07-31
CUST019128,Female,64,Udaipur,Rajasthan,Occasional,2020-04-25
CUST019129,Male,65,Vijayawada,Andhra Pradesh,Occasional,2023-04-17
CUST019130,Male,49,Hyderabad,Telangana,Regular,2024-05-03
CUST019131,Male,40,Ranchi,Jharkhand,Premium,2023-04-28
CUST019132,Female,36,Coimbatore,Tamil Nadu,Regular,2018-10-22
CUST019133,Male,44,Patna,Bihar,Premium,2022-03-03
CUST019134,Female,38,Ranchi,Jharkhand,Regular,2024-12-25
CUST019135,Female,51,Mumbai,Maharashtra,Regular,2021-12-05
CUST019136,Female,19,Chennai,Tamil Nadu,New,2024-09-05
CUST019137,Female,70,Mangaluru,Karnataka,Regular,2021-10-27
CUST019138,Male,70,Vijayawada,Andhra Pradesh,Premium,2024-09-26
CUST019139,Male,26,Faridabad,Haryana,Regular,2024-02-03
CUST019140,Male,48,Siliguri,West Bengal,Regular,2018-04-16
CUST019141,Male,49,Patna,Bihar,Regular,2022-10-07
CUST019142,Other,27,Mumbai,Maharashtra,Occasional,2020-12-30
CUST019143,Female,53,Patna,Bihar,Occasional,2019-02-05
CUST019144,Male,42,Thiruvananthapuram,Kerala,Premium,2024-11-23
CUST019145,Female,18,Lucknow,Uttar Pradesh,Occasional,2023-01-27
CUST019146,Female,39,Thiruvananthapuram,Kerala,New,2024-11-25
CUST019147,Female,22,Visakhapatnam,Andhra Pradesh,Regular,2023-10-24
CUST019148,Female,68,Ahmedabad,Gujarat,Occasional,2020-03-26
CUST019149,Male,50,Kanpur,Uttar Pradesh,Regular,2023-09-19
CUST019150,Male,70,Madurai,Tamil Nadu,Premium,2020-10-01
CUST019151,Male,34,Cuttack,Odisha,Occasional,2018-12-26
CUST019152,Male,39,Chennai,Tamil Nadu,New,2019-11-15
CUST019153,Male,36,Madurai,Tamil Nadu,Occasional,2020-06-08
CUST019154,Female,52,Bhubaneswar,Odisha,Occasional,2020-06-21
CUST019155,Female,52,Hyderabad,Telangana,New,2022-09-04
CUST019156,Female,61,Warangal,Telangana,Occasional,2022-07-05
CUST019157,Female,36,Faridabad,Haryana,Occasional,2018-12-13
CUST019158,Female,44,Delhi,Delhi,Occasional,2023-11-29
CUST019159,Male,28,New Delhi,Delhi,New,2023-06-22
CUST019160,Female,59,Patna,Bihar,Premium,2024-08-28
CUST019161,Male,45,Cuttack,Odisha,Premium,2019-11-04
CUST019162,Female,27,Siliguri,West Bengal,New,2022-05-15
CUST019163,Male,52,Chandigarh,Chandigarh,New,2020-06-30
CUST019164,Female,35,Bengaluru,Karnataka,Regular,2024-02-20
CUST019165,Female,22,Cuttack,Odisha,Premium,2024-12-17
CUST019166,Female,23,Thiruvananthapuram,Kerala,Occasional,2019-01-16
CUST019167,Male,39,Madurai,Tamil Nadu,New,2020-06-15
CUST019168,Male,47,Udaipur,Rajasthan,Regular,2022-03-19
CUST019169,Female,35,Mysuru,Karnataka,New,2023-04-04
CUST019170,Male,62,Delhi,Delhi,Occasional,2024-05-08
CUST019171,Female,18,Bhopal,Madhya Pradesh,Occasional,2021-10-21
CUST019172,Female,21,Hyderabad,Telangana,Occasional,2018-03-12
CUST019173,Female,59,Ranchi,Jharkhand,Regular,2022-09-01
CUST019174,Male,65,Coimbatore,Tamil Nadu,Occasional,2018-06-08
CUST019175,Female,65,Faridabad,Haryana,New,2024-06-23
CUST019176,Male,41,Madurai,Tamil Nadu,Occasional,2022-05-16
CUST019177,Male,34,Siliguri,West Bengal,Regular,2018-07-10
CUST019178,Male,60,Patna,Bihar,Regular,2024-09-21
CUST019179,Male,38,Bhopal,Madhya Pradesh,Premium,2020-09-25
CUST019180,Male,25,Chandigarh,Chandigarh,Occasional,2019-01-09
CUST019181,Male,63,Udaipur,Rajasthan,New,2018-08-24
CUST019182,Female,35,Kochi,Kerala,Occasional,2019-01-11
CUST019183,Female,50,Noida,Uttar Pradesh,Regular,2024-08-04
CUST019184,Female,47,Warangal,Telangana,Premium,2018-07-09
CUST019185,Male,26,Visakhapatnam,Andhra Pradesh,Occasional,2022-06-14
CUST019186,Female,69,Kolkata,West Bengal,New,2018-09-16
CUST019187,Female,28,Delhi,Delhi,Occasional,2022-09-04
CUST019188,Male,21,Siliguri,West Bengal,Regular,2022-04-14
CUST019189,Female,19,Cuttack,Odisha,Regular,2018-12-14
CUST019190,Male,44,Kolkata,West Bengal,New,2018-10-12
CUST019191,Male,35,Visakhapatnam,Andhra Pradesh,Regular,2019-12-31
CUST019192,Other,54,Visakhapatnam,Andhra Pradesh,Regular,2018-01-29
CUST019193,Male,51,Lucknow,Uttar Pradesh,Regular,2024-04-26
CUST019194,Female,71,Thiruvananthapuram,Kerala,Regular,2023-01-28
CUST019195,Male,28,Mumbai,Maharashtra,Occasional,2023-05-21
CUST019196,Female,19,Chandigarh,Chandigarh,Premium,2023-04-28
CUST019197,Male,48,Bengaluru,Karnataka,Premium,2018-02-13
CUST019198,Male,61,Udaipur,Rajasthan,Regular,2021-03-12
CUST019199,Female,42,Noida,Uttar Pradesh,Occasional,2023-04-15
CUST019200,Female,59,Kanpur,Uttar Pradesh,Regular,2022-09-09
CUST019201,Female,36,Siliguri,West Bengal,Occasional,2020-07-14
CUST019202,Female,49,Mumbai,Maharashtra,Premium,2020-01-08
CUST019203,Male,53,Gurugram,Haryana,Regular,2020-04-13
CUST019204,Male,24,Bhubaneswar,Odisha,Regular,2022-03-26
CUST019205,Female,31,Udaipur,Rajasthan,New,2018-06-13
CUST019206,Female,62,Jaipur,Rajasthan,New,2019-01-03
CUST019207,Male,18,Faridabad,Haryana,New,2021-03-25
CUST019208,Female,69,Chennai,Tamil Nadu,Occasional,2022-07-22
CUST019209,Female,50,Bhopal,Madhya Pradesh,Premium,2020-06-23
CUST019210,Female,51,Warangal,Telangana,New,2021-11-10
CUST019211,Male,33,Udaipur,Rajasthan,Premium,2024-06-04
CUST019212,Male,48,Lucknow,Uttar Pradesh,Regular,2023-03-15
CUST019213,Male,19,Mumbai,Maharashtra,New,2023-11-12
CUST019214,Male,29,Pune,Maharashtra,Premium,2020-07-14
CUST019215,Female,36,Faridabad,Haryana,Regular,2018-07-12
CUST019216,Male,32,Madurai,Tamil Nadu,New,2022-01-09
CUST019217,Male,33,Madurai,Tamil Nadu,Regular,2022-05-11
CUST019218,Male,33,Lucknow,Uttar Pradesh,Regular,2018-01-28
CUST019219,Male,45,Chennai,Tamil Nadu,Regular,2020-10-26
CUST019220,Male,28,Nagpur,Maharashtra,Occasional,2022-04-25
CUST019221,Male,23,Mumbai,Maharashtra,New,2024-10-29
CUST019222,Male,44,Cuttack,Odisha,Regular,2021-10-11
CUST019223,Male,34,Bhopal,Madhya Pradesh,Regular,2021-11-19
CUST019224,Female,56,Coimbatore,Tamil Nadu,Regular,2022-08-08
CUST019225,Female,28,Lucknow,Uttar Pradesh,Occasional,2018-10-29
CUST019226,Male,30,Mumbai,Maharashtra,Occasional,2019-06-26
CUST019227,Female,65,Siliguri,West Bengal,Regular,2023-03-02
CUST019228,Male,30,Kochi,Kerala,Premium,2021-09-20
CUST019229,Female,25,Bengaluru,Karnataka,Occasional,2022-12-05
CUST019230,Male,42,Coimbatore,Tamil Nadu,Occasional,2020-06-07
CUST019231,Female,58,Faridabad,Haryana,Occasional,2022-05-04
CUST019232,Male,54,Kanpur,Uttar Pradesh,New,2018-12-23
CUST019233,Male,31,Ranchi,Jharkhand,Regular,2018-02-15
CUST019234,Male,38,Gurugram,Haryana,Regular,2023-09-06
CUST019235,Female,60,Bhopal,Madhya Pradesh,New,2021-06-16
CUST019236,Male,61,Noida,Uttar Pradesh,New,2022-03-23
CUST019237,Male,37,Vadodara,Gujarat,Occasional,2020-06-28
CUST019238,Male,37,Patna,Bihar,Premium,2019-09-25
CUST019239,Female,59,Cuttack,Odisha,Regular,2023-01-09
CUST019240,Male,44,Chennai,Tamil Nadu,New,2018-08-09
CUST019241,Female,50,Patna,Bihar,Occasional,2021-12-23
CUST019242,Male,48,New Delhi,Delhi,Regular,2024-02-03
CUST019243,Female,33,Coimbatore,Tamil Nadu,Occasional,2020-09-11
CUST019244,Male,24,Nagpur,Maharashtra,Regular,2022-08-18
CUST019245,Male,33,Coimbatore,Tamil Nadu,Regular,2020-03-29
CUST019246,Female,63,Bengaluru,Karnataka,New,2019-05-29
CUST019247,Female,21,Cuttack,Odisha,Occasional,2019-06-18
CUST019248,Other,20,Kolkata,West Bengal,Regular,2024-05-02
CUST019249,Female,47,Chandigarh,Chandigarh,Premium,2023-06-01
CUST019250,Male,36,Hyderabad,Telangana,New,2023-02-11
CUST019251,Female,44,Mumbai,Maharashtra,Premium,2020-05-13
CUST019252,Female,46,Coimbatore,Tamil Nadu,Regular,2018-07-03
CUST019253,Male,71,Thiruvananthapuram,Kerala,Occasional,2021-04-02
CUST019254,Male,66,Surat,Gujarat,Regular,2022-11-16
CUST019255,Male,61,Madurai,Tamil Nadu,Regular,2024-02-12
CUST019256,Male,34,Nagpur,Maharashtra,Regular,2018-10-25
CUST019257,Male,18,Thiruvananthapuram,Kerala,New,2022-10-05
CUST019258,Female,38,Patna,Bihar,Occasional,2020-03-31
CUST019259,Female,50,Ahmedabad,Gujarat,Regular,2018-12-16
CUST019260,Female,42,New Delhi,Delhi,New,2018-02-07
CUST019261,Male,28,Mangaluru,Karnataka,Occasional,2019-07-22
CUST019262,Male,52,Jaipur,Rajasthan,Occasional,2024-10-20
CUST019263,Female,53,Ranchi,Jharkhand,Occasional,2018-07-01
CUST019264,Female,56,Bhubaneswar,Odisha,New,2021-04-20
CUST019265,Female,67,Jaipur,Rajasthan,Occasional,2021-03-27
CUST019266,Female,45,Thiruvananthapuram,Kerala,New,2023-04-10
CUST019267,Male,37,Coimbatore,Tamil Nadu,Occasional,2018-12-12
CUST019268,Male,56,Pune,Maharashtra,New,2022-04-08
CUST019269,Male,60,Cuttack,Odisha,New,2023-09-15
CUST019270,Male,42,Pune,Maharashtra,Occasional,2019-06-09
CUST019271,Male,63,Mangaluru,Karnataka,Premium,2018-09-20
CUST019272,Female,25,Bengaluru,Karnataka,Regular,2022-09-10
CUST019273,Other,49,Chandigarh,Chandigarh,Regular,2024-01-11
CUST019274,Female,37,Vijayawada,Andhra Pradesh,Regular,2020-04-29
CUST019275,Female,65,Ranchi,Jharkhand,Regular,2022-11-30
CUST019276,Other,67,Surat,Gujarat,Regular,2019-08-03
CUST019277,Female,61,Warangal,Telangana,Regular,2023-12-06
CUST019278,Female,58,Indore,Madhya Pradesh,Occasional,2021-01-15
CUST019279,Male,37,Kochi,Kerala,Premium,2021-12-13
CUST019280,Male,26,Lucknow,Uttar Pradesh,Regular,2024-01-10
CUST019281,Male,70,Surat,Gujarat,New,2022-06-19
CUST019282,Male,30,Hyderabad,Telangana,Regular,2023-08-23
CUST019283,Female,55,Kochi,Kerala,Premium,2022-04-25
CUST019284,Female,39,Delhi,Delhi,Regular,2024-06-12
CUST019285,Male,47,Lucknow,Uttar Pradesh,Occasional,2019-05-11
CUST019286,Male,54,Kolkata,West Bengal,Regular,2023-12-13
CUST019287,Male,59,Cuttack,Odisha,Regular,2023-10-22
CUST019288,Male,40,Vadodara,Gujarat,Regular,2021-02-25
CUST019289,Male,28,Warangal,Telangana,Premium,2023-10-09
CUST019290,Male,31,Noida,Uttar Pradesh,Premium,2019-12-16
CUST019291,Male,33,Patna,Bihar,Regular,2020-05-24
CUST019292,Female,56,Madurai,Tamil Nadu,Regular,2018-04-23
CUST019293,Male,45,Mangaluru,Karnataka,Premium,2021-09-19
CUST019294,Female,71,Warangal,Telangana,Regular,2018-06-23
CUST019295,Male,67,Nagpur,Maharashtra,Premium,2020-11-27
CUST019296,Male,57,Ranchi,Jharkhand,Occasional,2018-12-07
CUST019297,Female,44,Mumbai,Maharashtra,Regular,2024-01-02
CUST019298,Male,63,Bengaluru,Karnataka,Regular,2023-02-16
CUST019299,Male,27,Nagpur,Maharashtra,Regular,2020-03-02
CUST019300,Female,63,Pune,Maharashtra,Premium,2024-02-20
CUST019301,Female,37,Noida,Uttar Pradesh,Occasional,2021-01-04
