product_id,product_name,category,subcategory,brand,price,cost_price,launch_date,is_active
PRD00277,Smartphones Item 277,Electronics,Smartphones,Sony,55956.78,41894.04,2020-07-13,1
PRD00278,Audio Item 278,Electronics,Audio,Prestige,1976.21,1110.02,2022-07-07,1
PRD00279,Mens Wear Item 279,Fashion,Mens Wear,Titan,7896.59,5092.22,2023-08-09,1
PRD00280,Furniture Item 280,Home & Kitchen,Furniture,Apple,25158.62,18005.22,2020-12-18,1
PRD00281,Accessories Item 281,Electronics,Accessories,Whirlpool,25409.01,15958.1,2023-02-12,1
PRD00282,Cycling Item 282,Sports & Fitness,Cycling,Bata,3767.75,2102.52,2022-09-29,1
PRD00283,Accessories Item 283,Electronics,Accessories,Nestlé,8289.87,5677.1,2021-12-06,1
PRD00284,Furniture Item 284,Home & Kitchen,Furniture,LG,27650.59,14179.0,2020-10-29,1
PRD00285,Accessories Item 285,Electronics,Accessories,Nestlé,69066.97,36522.68,2019-04-26,0
PRD00286,Womens Wear Item 286,Fashion,Womens Wear,LG,2729.76,1270.34,2020-09-09,0
PRD00287,Dairy Item 287,Grocery,Dairy,Titan,714.41,343.95,2022-10-09,1
PRD00288,Womens Wear Item 288,Fashion,Womens Wear,Apple,1465.86,818.66,2021-07-24,1
PRD00289,Kids Wear Item 289,Fashion,Kids Wear,Titan,663.63,322.8,2023-07-26,1
PRD00290,Mens Wear Item 290,Fashion,Mens Wear,LG,4754.94,2145.37,2021-05-25,1
PRD00291,Kids Wear Item 291,Fashion,Kids Wear,LG,1525.52,984.29,2021-04-14,1
PRD00292,Beverages Item 292,Grocery,Beverages,Decathlon,1097.37,658.52,2022-02-12,1
PRD00293,Laptops Item 293,Electronics,Laptops,Bata,1582.93,753.22,2022-11-27,0
PRD00294,Footwear Item 294,Fashion,Footwear,Whirlpool,439.22,248.86,2022-03-16,1
PRD00295,Staples Item 295,Grocery,Staples,Nike,1767.99,1247.25,2023-11-30,1
PRD00296,Womens Wear Item 296,Fashion,Womens Wear,Nestlé,691.57,331.41,2022-05-29,0
PRD00297,Beverages Item 297,Grocery,Beverages,Decathlon,916.45,574.85,2019-07-02,1
PRD00298,Furniture Item 298,Home & Kitchen,Furniture,LG,25372.94,15537.4,2021-01-18,1
PRD00299,Snacks Item 299,Grocery,Snacks,Bata,780.22,484.24,2020-12-09,1
PRD00300,Cookware Item 300,Home & Kitchen,Cookware,IKEA,13785.57,9282.91,2023-11-13,0
PRD00301,Kids Wear Item 301,Fashion,Kids Wear,Nike,5677.2,3151.16,2021-07-30,1
PRD00302,Footwear Item 302,Fashion,Footwear,Prestige,5714.64,3403.53,2020-07-14,1
PRD00303,Storage Item 303,Home & Kitchen,Storage,IKEA,11535.24,6446.58,2022-01-07,1
PRD00304,Kids Wear Item 304,Fashion,Kids Wear,Adidas,5908.85,3150.93,2020-03-19,1
PRD00305,Cookware Item 305,Home & Kitchen,Cookware,Decathlon,19572.51,12829.82,2019-04-25,1
PRD00306,Furniture Item 306,Home & Kitchen,Furniture,IKEA,13018.41,6613.38,2020-01-04,1
PRD00307,Beverages Item 307,Grocery,Beverages,Samsung,124.37,92.49,2023-01-09,1
PRD00308,Cookware Item 308,Home & Kitchen,Cookware,IKEA,3194.17,1598.59,2019-02-25,1
PRD00309,Cycling Item 309,Sports & Fitness,Cycling,Adidas,3862.45,2516.8,2022-06-12,1
PRD00310,Personal Care Item 310,Grocery,Personal Care,Samsung,1960.41,1039.95,2019-07-11,1
PRD00311,Decor Item 311,Home & Kitchen,Decor,Decathlon,17249.21,10074.14,2019-03-31,1
PRD00312,Accessories Item 312,Fashion,Accessories,Prestige,2696.2,1265.78,2020-10-25,0
PRD00313,Storage Item 313,Home & Kitchen,Storage,LG,8004.66,4458.84,2019-08-11,1
PRD00314,Laptops Item 314,Electronics,Laptops,Himalaya,50069.71,25425.77,2023-10-26,0
PRD00315,Accessories Item 315,Electronics,Accessories,Adidas,54083.15,37765.35,2019-08-28,1
PRD00316,Accessories Item 316,Electronics,Accessories,Himalaya,40129.88,25830.75,2019-02-16,1
PRD00317,Decor Item 317,Home & Kitchen,Decor,Prestige,29758.22,15888.81,2021-10-06,1
PRD00318,Appliances Item 318,Home & Kitchen,Appliances,Bata,22604.76,11124.98,2022-05-12,1
PRD00319,Appliances Item 319,Home & Kitchen,Appliances,Samsung,25765.72,15836.49,2019-09-11,1
PRD00320,Fitness Equipment Item 320,Sports & Fitness,Fitness Equipment,IKEA,9972.97,5472.39,2019-06-15,1
PRD00321,Kids Wear Item 321,Fashion,Kids Wear,LG,667.92,341.69,2020-05-17,1
PRD00322,Laptops Item 322,Electronics,Laptops,Himalaya,66535.42,44617.01,2021-09-01,1
PRD00323,Outdoor Item 323,Sports & Fitness,Outdoor,Apple,2232.09,1180.07,2019-07-01,1
PRD00324,Staples Item 324,Grocery,Staples,Decathlon,551.21,277.95,2020-02-19,0
PRD00325,Cycling Item 325,Sports & Fitness,Cycling,Nestlé,1317.89,815.3,2019-05-13,1
PRD00326,Nutrition Item 326,Sports & Fitness,Nutrition,Bata,8037.1,5337.4,2023-03-24,1
PRD00327,Accessories Item 327,Electronics,Accessories,Sony,40808.18,25983.09,2019-06-10,1
PRD00328,Cookware Item 328,Home & Kitchen,Cookware,Decathlon,1867.97,1081.75,2019-11-14,1
PRD00329,Furniture Item 329,Home & Kitchen,Furniture,Sony,21748.24,10054.75,2022-12-12,0
PRD00330,Staples Item 330,Grocery,Staples,Nike,1897.43,1315.75,2019-02-14,1
PRD00331,Tablets Item 331,Electronics,Tablets,Whirlpool,71037.61,45988.68,2019-09-24,1
PRD00332,Sportswear Item 332,Sports & Fitness,Sportswear,Samsung,11355.77,5508.9,2019-07-23,1
PRD00333,Cookware Item 333,Home & Kitchen,Cookware,Nike,11049.77,8189.33,2021-02-22,1
PRD00334,Outdoor Item 334,Sports & Fitness,Outdoor,Samsung,6480.71,3454.78,2023-11-08,1
PRD00335,Mens Wear Item 335,Fashion,Mens Wear,Titan,3292.8,1610.81,2020-06-19,1
PRD00336,Laptops Item 336,Electronics,Laptops,Bata,58710.96,37123.27,2021-08-24,1
PRD00337,Audio Item 337,Electronics,Audio,Puma,49653.25,33835.81,2020-03-16,1
PRD00338,Accessories Item 338,Fashion,Accessories,Samsung,702.96,494.64,2023-01-18,1
PRD00339,Personal Care Item 339,Grocery,Personal Care,Prestige,1499.53,1115.99,2019-03-16,1
PRD00340,Storage Item 340,Home & Kitchen,Storage,Prestige,23859.18,11213.77,2023-06-05,1
PRD00341,Personal Care Item 341,Grocery,Personal Care,Himalaya,1719.57,1238.93,2021-09-10,1
PRD00342,Smartphones Item 342,Electronics,Smartphones,Nestlé,19376.62,11624.13,2021-05-24,1
PRD00343,Cookware Item 343,Home & Kitchen,Cookware,Himalaya,29128.42,21560.81,2023-06-16,1
PRD00344,Fitness Equipment Item 344,Sports & Fitness,Fitness Equipment,Nike,8475.22,4425.8,2021-10-30,1
PRD00345,Accessories Item 345,Fashion,Accessories,Samsung,4024.6,1821.33,2020-04-10,1
PRD00346,Mens Wear Item 346,Fashion,Mens Wear,Adidas,707.61,378.55,2021-07-10,1
PRD00347,Mens Wear Item 347,Fashion,Mens Wear,Nestlé,3405.91,1690.87,2023-08-27,1
PRD00348,Accessories Item 348,Electronics,Accessories,Decathlon,26113.28,16154.54,2020-04-12,1
PRD00349,Smartphones Item 349,Electronics,Smartphones,Bata,6578.62,4776.15,2022-09-25,1
PRD00350,Outdoor Item 350,Sports & Fitness,Outdoor,Samsung,13249.29,9589.57,2020-08-20,1
PRD00351,Staples Item 351,Grocery,Staples,Samsung,951.99,510.36,2020-08-11,1
PRD00352,Footwear Item 352,Fashion,Footwear,Whirlpool,3256.95,1937.44,2021-09-21,1
PRD00353,Audio Item 353,Electronics,Audio,Sony,57867.79,36137.08,2019-06-26,1
PRD00354,Outdoor Item 354,Sports & Fitness,Outdoor,Apple,7898.0,3830.72,2019-12-29,1
PRD00355,Cycling Item 355,Sports & Fitness,Cycling,Prestige,4763.61,2267.6,2019-09-06,1
PRD00356,Laptops Item 356,Electronics,Laptops,IKEA,54854.25,34396.43,2022-01-07,1
PRD00357,Personal Care Item 357,Grocery,Personal Care,Nike,1310.7,802.47,2022-09-01,0
PRD00358,Footwear Item 358,Fashion,Footwear,Apple,2961.56,1954.21,2023-08-02,1
PRD00359,Storage Item 359,Home & Kitchen,Storage,Decathlon,15930.3,7499.85,2020-12-13,0
PRD00360,Furniture Item 360,Home & Kitchen,Furniture,Apple,12449.47,8427.13,2023-11-30,1
PRD00361,Snacks Item 361,Grocery,Snacks,Puma,832.99,555.87,2022-12-16,1
PRD00362,Beverages Item 362,Grocery,Beverages,Himalaya,887.28,446.74,2019-03-25,1
PRD00363,Womens Wear Item 363,Fashion,Womens Wear,Samsung,5916.5,3678.2,2021-02-07,1
PRD00364,Accessories Item 364,Fashion,Accessories,IKEA,7180.03,3387.92,2020-01-31,1
PRD00365,Smartphones Item 365,Electronics,Smartphones,Puma,48760.29,25545.73,2019-01-24,1
PRD00366,Storage Item 366,Home & Kitchen,Storage,Decathlon,7894.75,3655.51,2020-02-26,1
PRD00367,Tablets Item 367,Electronics,Tablets,Adidas,2109.27,1388.4,2023-09-18,1
PRD00368,Accessories Item 368,Fashion,Accessories,Puma,4484.83,3093.12,2021-06-28,1
PRD00369,Womens Wear Item 369,Fashion,Womens Wear,Nike,6004.8,3348.64,2022-06-30,1
PRD00370,Kids Wear Item 370,Fashion,Kids Wear,Nestlé,2049.5,1204.7,2023-05-04,1
PRD00371,Footwear Item 371,Fashion,Footwear,IKEA,5393.29,2975.86,2021-06-23,1
PRD00372,Dairy Item 372,Grocery,Dairy,Prestige,278.29,159.89,2020-12-23,1
PRD00373,Accessories Item 373,Fashion,Accessories,Nike,4853.02,2293.82,2022-05-19,1
PRD00374,Laptops Item 374,Electronics,Laptops,IKEA,59164.49,28216.15,2020-11-03,1
PRD00375,Kids Wear Item 375,Fashion,Kids Wear,Himalaya,2021.74,1162.48,2023-03-08,1
PRD00376,Furniture Item 376,Home & Kitchen,Furniture,Adidas,5665.24,2954.07,2020-12-06,1
PRD00377,Staples Item 377,Grocery,Staples,Himalaya,1148.97,811.22,2020-01-29,0
PRD00378,Dairy Item 378,Grocery,Dairy,Nike,1500.24,858.69,2023-06-29,1
PRD00379,Appliances Item 379,Home & Kitchen,Appliances,Himalaya,13707.67,6898.62,2022-03-31,0
PRD00380,Mens Wear Item 380,Fashion,Mens Wear,LG,4906.04,2449.19,2022-08-03,0
PRD00381,Cookware Item 381,Home & Kitchen,Cookware,Puma,29262.58,18529.64,2023-03-24,1
PRD00382,Audio Item 382,Electronics,Audio,Nestlé,60656.09,38275.28,2021-03-29,1
PRD00383,Personal Care Item 383,Grocery,Personal Care,Decathlon,639.17,298.12,2021-02-07,1
PRD00384,Appliances Item 384,Home & Kitchen,Appliances,Puma,8522.59,6071.7,2019-04-15,0
PRD00385,Fitness Equipment Item 385,Sports & Fitness,Fitness Equipment,Adidas,8348.07,4590.5,2021-12-24,1
PRD00386,Staples Item 386,Grocery,Staples,Prestige,524.23,285.1,2020-09-10,1
PRD00387,Tablets Item 387,Electronics,Tablets,Nike,47387.5,28935.94,2022-09-05,1
PRD00388,Beverages Item 388,Grocery,Beverages,Adidas,1652.05,900.27,2020-12-09,1
PRD00389,Tablets Item 389,Electronics,Tablets,Himalaya,59829.39,36053.5,2022-03-01,1
PRD00390,Outdoor Item 390,Sports & Fitness,Outdoor,Prestige,10704.82,7386.82,2021-03-12,0
PRD00391,Sportswear Item 391,Sports & Fitness,Sportswear,Apple,12204.35,7387.05,2021-06-30,1
PRD00392,Womens Wear Item 392,Fashion,Womens Wear,Titan,985.37,538.96,2022-09-15,0
PRD00393,Tablets Item 393,Electronics,Tablets,Sony,50547.14,37425.44,2021-02-27,1
PRD00394,Beverages Item 394,Grocery,Beverages,Himalaya,189.11,103.88,2023-08-22,1
PRD00395,Accessories Item 395,Fashion,Accessories,Puma,3389.64,1755.93,2022-10-14,0
PRD00396,Staples Item 396,Grocery,Staples,Adidas,232.35,148.33,2022-12-08,0
PRD00397,Cookware Item 397,Home & Kitchen,Cookware,Himalaya,7094.09,5230.69,2023-04-11,1
PRD00398,Accessories Item 398,Electronics,Accessories,Apple,24169.44,15067.75,2020-10-29,1
PRD00399,Accessories Item 399,Fashion,Accessories,Apple,2889.57,2042.28,2019-10-24,1
PRD00400,Laptops Item 400,Electronics,Laptops,Himalaya,20506.6,9288.13,2019-11-26,1
PRD00401,Womens Wear Item 401,Fashion,Womens Wear,Bata,337.61,172.88,2023-04-30,1
PRD00402,Decor Item 402,Home & Kitchen,Decor,Nike,14033.24,8323.32,2019-01-20,1
PRD00403,Cookware Item 403,Home & Kitchen,Cookware,Decathlon,3815.93,2083.57,2022-12-08,1
PRD00404,Dairy Item 404,Grocery,Dairy,Nike,1265.17,668.96,2021-05-03,1
PRD00405,Snacks Item 405,Grocery,Snacks,Bata,766.81,440.78,2023-08-28,1
PRD00406,Nutrition Item 406,Sports & Fitness,Nutrition,Sony,4519.63,3057.61,2021-10-24,0
PRD00407,Appliances Item 407,Home & Kitchen,Appliances,Sony,26034.29,13357.75,2021-05-01,1
PRD00408,Storage Item 408,Home & Kitchen,Storage,LG,12329.95,6590.82,2021-03-26,1
PRD00409,Accessories Item 409,Fashion,Accessories,Decathlon,4239.25,2071.41,2023-10-13,1
PRD00410,Audio Item 410,Electronics,Audio,Decathlon,57659.76,39044.69,2020-12-17,1
PRD00411,Nutrition Item 411,Sports & Fitness,Nutrition,Whirlpool,269.74,167.21,2021-07-01,0
PRD00412,Tablets Item 412,Electronics,Tablets,Apple,73023.8,38182.95,2019-02-12,1
PRD00413,Audio Item 413,Electronics,Audio,Bata,66655.61,40808.54,2021-10-09,1
PRD00414,Mens Wear Item 414,Fashion,Mens Wear,Samsung,4391.32,3252.61,2022-09-17,1
PRD00415,Mens Wear Item 415,Fashion,Mens Wear,Whirlpool,6848.31,4049.03,2021-01-15,1
PRD00416,Smartphones Item 416,Electronics,Smartphones,Sony,41358.83,20689.39,2023-09-22,1
PRD00417,Staples Item 417,Grocery,Staples,Nestlé,1351.12,825.51,2023-12-22,1
PRD00418,Personal Care Item 418,Grocery,Personal Care,Himalaya,870.31,601.78,2019-09-03,1
PRD00419,Fitness Equipment Item 419,Sports & Fitness,Fitness Equipment,Nestlé,3751.24,1867.7,2022-08-08,1
PRD00420,Snacks Item 420,Grocery,Snacks,Prestige,1417.4,902.11,2020-12-31,1
PRD00421,Accessories Item 421,Fashion,Accessories,Himalaya,6204.12,3512.49,2019-09-28,1
PRD00422,Audio Item 422,Electronics,Audio,Titan,50951.23,26756.78,2019-05-02,1
PRD00423,Decor Item 423,Home & Kitchen,Decor,Himalaya,26023.09,18756.47,2021-07-11,1
PRD00424,Dairy Item 424,Grocery,Dairy,Whirlpool,1637.25,1158.56,2020-10-14,1
PRD00425,Decor Item 425,Home & Kitchen,Decor,Puma,22087.93,12480.66,2022-12-14,1
PRD00426,Dairy Item 426,Grocery,Dairy,Himalaya,1179.84,691.7,2023-08-03,0
PRD00427,Nutrition Item 427,Sports & Fitness,Nutrition,Himalaya,12971.87,8888.22,2023-12-22,1
PRD00428,Laptops Item 428,Electronics,Laptops,Himalaya,70002.49,45954.23,2022-10-07,1
PRD00429,Smartphones Item 429,Electronics,Smartphones,Titan,34009.69,20683.9,2023-02-15,1
PRD00430,Womens Wear Item 430,Fashion,Womens Wear,Apple,7136.35,3740.09,2019-09-14,1
PRD00431,Womens Wear Item 431,Fashion,Womens Wear,Bata,2484.84,1590.64,2020-09-14,1
PRD00432,Laptops Item 432,Electronics,Laptops,Decathlon,18778.17,9480.66,2020-05-11,1
PRD00433,Accessories Item 433,Electronics,Accessories,Samsung,38173.93,17845.65,2020-07-28,1
PRD00434,Furniture Item 434,Home & Kitchen,Furniture,Puma,666.36,386.38,2021-10-16,1
PRD00435,Accessories Item 435,Electronics,Accessories,Sony,49326.37,26384.68,2021-02-16,1
PRD00436,Audio Item 436,Electronics,Audio,Samsung,56895.51,27772.45,2022-12-22,1
PRD00437,Accessories Item 437,Fashion,Accessories,Nestlé,636.19,338.85,2023-05-25,1
PRD00438,Audio Item 438,Electronics,Audio,Nestlé,74715.35,39487.17,2021-11-20,1
PRD00439,Beverages Item 439,Grocery,Beverages,Prestige,1765.34,1177.83,2020-07-02,0
PRD00440,Accessories Item 440,Fashion,Accessories,IKEA,4281.81,2326.35,2023-11-10,1
PRD00441,Dairy Item 441,Grocery,Dairy,Adidas,244.27,118.9,2022-12-29,1
PRD00442,Furniture Item 442,Home & Kitchen,Furniture,Apple,14569.57,10687.31,2021-04-18,0
PRD00443,Cookware Item 443,Home & Kitchen,Cookware,Adidas,27565.66,17583.52,2021-06-23,1
PRD00444,Fitness Equipment Item 444,Sports & Fitness,Fitness Equipment,Whirlpool,7180.62,3801.74,2023-02-12,1
PRD00445,Storage Item 445,Home & Kitchen,Storage,Puma,2683.47,1735.37,2020-02-16,0
PRD00446,Outdoor Item 446,Sports & Fitness,Outdoor,Whirlpool,7871.19,5268.02,2020-08-07,1
PRD00447,Beverages Item 447,Grocery,Beverages,Adidas,1731.79,1142.62,2022-01-01,1
PRD00448,Decor Item 448,Home & Kitchen,Decor,LG,13964.3,7439.88,2022-06-30,1
PRD00449,Outdoor Item 449,Sports & Fitness,Outdoor,Decathlon,12154.54,5822.58,2020-06-21,0
PRD00450,Cookware Item 450,Home & Kitchen,Cookware,Decathlon,6631.64,3630.24,2023-05-23,1
PRD00451,Personal Care Item 451,Grocery,Personal Care,Himalaya,981.29,713.07,2022-02-08,1
PRD00452,Laptops Item 452,Electronics,Laptops,Sony,68657.84,40914.68,2023-09-14,1
PRD00453,Snacks Item 453,Grocery,Snacks,Himalaya,1092.69,565.32,2019-09-28,0
PRD00454,Sportswear Item 454,Sports & Fitness,Sportswear,Nestlé,13149.82,6361.66,2022-04-07,1
PRD00455,Decor Item 455,Home & Kitchen,Decor,Decathlon,11741.67,8607.42,2023-02-14,1
PRD00456,Mens Wear Item 456,Fashion,Mens Wear,Sony,5009.75,2415.82,2023-12-14,0
PRD00457,Fitness Equipment Item 457,Sports & Fitness,Fitness Equipment,Adidas,14606.24,7149.31,2019-12-31,0
PRD00458,Accessories Item 458,Fashion,Accessories,Puma,6916.8,4294.25,2023-03-08,1
PRD00459,Accessories Item 459,Electronics,Accessories,Decathlon,57536.55,35279.31,2020-06-26,1
PRD00460,Laptops Item 460,Electronics,Laptops,Apple,56723.09,39469.53,2021-04-11,1
PRD00461,Decor Item 461,Home & Kitchen,Decor,Bata,24833.57,16155.83,2021-08-16,1
PRD00462,Audio Item 462,Electronics,Audio,Samsung,64121.96,44882.99,2020-01-30,1
PRD00463,Appliances Item 463,Home & Kitchen,Appliances,Decathlon,29471.2,19631.12,2019-05-21,1
PRD00464,Mens Wear Item 464,Fashion,Mens Wear,Adidas,5458.64,2991.51,2023-12-28,1
PRD00465,Laptops Item 465,Electronics,Laptops,Whirlpool,34038.16,24463.0,2020-03-17,0
PRD00466,Cookware Item 466,Home & Kitchen,Cookware,Apple,13133.21,8509.81,2019-03-01,1
PRD00467,Fitness Equipment Item 467,Sports & Fitness,Fitness Equipment,Decathlon,8640.63,4159.33,2021-09-14,1
PRD00468,Smartphones Item 468,Electronics,Smartphones,IKEA,41230.22,30302.1,2019-02-25,1
PRD00469,Staples Item 469,Grocery,Staples,Samsung,147.22,73.35,2021-01-15,0
PRD00470,Decor Item 470,Home & Kitchen,Decor,Apple,11177.98,7718.24,2022-03-14,1
PRD00471,Mens Wear Item 471,Fashion,Mens Wear,LG,5458.77,3952.79,2020-10-04,1
PRD00472,Furniture Item 472,Home & Kitchen,Furniture,Bata,1323.92,771.26,2020-02-21,1
PRD00473,Accessories Item 473,Fashion,Accessories,Bata,7789.22,3785.38,2019-03-29,0
PRD00474,Mens Wear Item 474,Fashion,Mens Wear,LG,4979.26,3290.59,2023-06-18,1
PRD00475,Personal Care Item 475,Grocery,Personal Care,Sony,1481.54,710.19,2022-12-09,1
PRD00476,Nutrition Item 476,Sports & Fitness,Nutrition,Adidas,1032.45,573.72,2023-01-21,1
PRD00477,Cycling Item 477,Sports & Fitness,Cycling,Whirlpool,9882.69,4870.15,2022-08-08,1
PRD00478,Mens Wear Item 478,Fashion,Mens Wear,Bata,4246.84,2067.69,2023-02-18,1
PRD00479,Snacks Item 479,Grocery,Snacks,Bata,1122.23,519.21,2020-10-05,1
PRD00480,Fitness Equipment Item 480,Sports & Fitness,Fitness Equipment,Decathlon,11454.88,5759.8,2023-08-17,1
PRD00481,Cycling Item 481,Sports & Fitness,Cycling,Puma,6916.93,3922.08,2022-09-07,1
PRD00482,Accessories Item 482,Fashion,Accessories,Sony,6888.46,3490.54,2021-06-30,1
PRD00483,Decor Item 483,Home & Kitchen,Decor,Adidas,12907.17,6276.6,2023-02-04,1
PRD00484,Footwear Item 484,Fashion,Footwear,Nike,5562.45,3222.3,2020-09-07,1
PRD00485,Beverages Item 485,Grocery,Beverages,Sony,1381.12,738.71,2023-01-25,0
PRD00486,Accessories Item 486,Fashion,Accessories,Bata,1710.41,1045.02,2023-02-08,1
PRD00487,Staples Item 487,Grocery,Staples,Nestlé,1792.17,1177.26,2021-04-20,1
PRD00488,Personal Care Item 488,Grocery,Personal Care,Sony,1178.45,767.03,2021-04-05,1
PRD00489,Laptops Item 489,Electronics,Laptops,Adidas,32986.35,17358.87,2020-06-16,1
PRD00490,Snacks Item 490,Grocery,Snacks,Adidas,623.43,316.64,2020-11-02,1
PRD00491,Accessories Item 491,Electronics,Accessories,LG,14750.77,8477.75,2021-12-10,1
PRD00492,Appliances Item 492,Home & Kitchen,Appliances,Whirlpool,9565.1,6852.07,2021-11-12,1
PRD00493,Accessories Item 493,Fashion,Accessories,Sony,3623.78,1655.76,2023-07-25,1
PRD00494,Fitness Equipment Item 494,Sports & Fitness,Fitness Equipment,Adidas,4338.1,3138.82,2020-01-23,1
PRD00495,Staples Item 495,Grocery,Staples,Nike,692.53,486.65,2022-06-10,1
PRD00496,Decor Item 496,Home & Kitchen,Decor,Decathlon,6175.22,3588.69,2022-06-04,1
PRD00497,Storage Item 497,Home & Kitchen,Storage,LG,29967.58,22329.43,2023-11-15,1
PRD00498,Mens Wear Item 498,Fashion,Mens Wear,Samsung,6810.74,4931.96,2022-03-11,0
PRD00499,Furniture Item 499,Home & Kitchen,Furniture,Nike,25099.1,15919.12,2022-12-11,1
PRD00500,Mens Wear Item 500,Fashion,Mens Wear,Samsung,4785.78,2867.4,2023-08-01,1
PRD00501,Storage Item 501,Home & Kitchen,Storage,Apple,13623.49,6352.14,2022-12-27,1
PRD00502,Storage Item 502,Home & Kitchen,Storage,Samsung,20488.34,14217.78,2022-02-17,1
PRD00503,Personal Care Item 503,Grocery,Personal Care,Bata,686.96,365.13,2023-06-20,1
PRD00504,Accessories Item 504,Electronics,Accessories,Adidas,65137.34,42380.05,2019-05-12,1
PRD00505,Accessories Item 505,Electronics,Accessories,Decathlon,59595.4,43737.87,2021-02-10,1
PRD00506,Fitness Equipment Item 506,Sports & Fitness,Fitness Equipment,Puma,13970.64,7227.16,2023-09-05,1
PRD00507,Laptops Item 507,Electronics,Laptops,Puma,61686.77,37923.83,2021-04-12,1
PRD00508,Tablets Item 508,Electronics,Tablets,Decathlon,54310.02,33569.27,2023-02-04,0
PRD00509,Beverages Item 509,Grocery,Beverages,IKEA,1179.04,829.8,2021-06-16,1
PRD00510,Tablets Item 510,Electronics,Tablets,Nestlé,62826.41,37699.58,2020-02-20,1
PRD00511,Audio Item 511,Electronics,Audio,Titan,62144.29,35304.45,2020-04-17,1
PRD00512,Dairy Item 512,Grocery,Dairy,Decathlon,1978.65,1461.04,2020-06-12,1
PRD00513,Kids Wear Item 513,Fashion,Kids Wear,Nike,5720.31,3556.92,2020-03-15,1
PRD00514,Accessories Item 514,Fashion,Accessories,Samsung,3761.91,2305.2,2019-01-04,1
PRD00515,Snacks Item 515,Grocery,Snacks,Prestige,1269.09,845.45,2020-01-16,0
PRD00516,Fitness Equipment Item 516,Sports & Fitness,Fitness Equipment,Nestlé,12345.5,5903.84,2023-07-10,1
PRD00517,Laptops Item 517,Electronics,Laptops,Bata,22914.52,11849.87,2020-09-28,1
PRD00518,Furniture Item 518,Home & Kitchen,Furniture,Titan,20284.67,13510.21,2019-01-09,1
PRD00519,Furniture Item 519,Home & Kitchen,Furniture,Apple,11734.95,8183.81,2021-11-22,1
PRD00520,Accessories Item 520,Electronics,Accessories,Apple,54588.53,40901.81,2021-04-12,0
PRD00521,Tablets Item 521,Electronics,Tablets,Decathlon,17963.51,9598.3,2020-11-10,1
PRD00522,Staples Item 522,Grocery,Staples,Adidas,1830.59,1191.85,2021-02-22,1
PRD00523,Fitness Equipment Item 523,Sports & Fitness,Fitness Equipment,Sony,3325.88,1791.81,2022-10-23,0
PRD00524,Footwear Item 524,Fashion,Footwear,Adidas,600.91,328.19,2020-10-18,0
PRD00525,Nutrition Item 525,Sports & Fitness,Nutrition,Titan,12943.29,6182.76,2023-11-30,1
PRD00526,Cookware Item 526,Home & Kitchen,Cookware,Himalaya,11437.14,6657.91,2021-08-03,1
PRD00527,Storage Item 527,Home & Kitchen,Storage,Apple,18255.38,13069.22,2022-05-05,1
PRD00528,Laptops Item 528,Electronics,Laptops,Prestige,47049.93,29034.61,2022-03-07,1
PRD00529,Womens Wear Item 529,Fashion,Womens Wear,Titan,3039.46,1517.95,2021-02-06,1
PRD00530,Smartphones Item 530,Electronics,Smartphones,Apple,24513.54,16759.95,2022-04-16,1
PRD00531,Accessories Item 531,Electronics,Accessories,Samsung,61043.66,41265.14,2019-09-17,1
PRD00532,Staples Item 532,Grocery,Staples,Prestige,1291.71,862.68,2023-03-15,1
PRD00533,Furniture Item 533,Home & Kitchen,Furniture,Nike,20268.16,13029.2,2021-04-13,1
PRD00534,Accessories Item 534,Fashion,Accessories,Adidas,6227.25,3404.3,2022-05-08,1
PRD00535,Cookware Item 535,Home & Kitchen,Cookware,Samsung,28054.39,20743.62,2022-01-05,1
PRD00536,Outdoor Item 536,Sports & Fitness,Outdoor,Nike,8042.16,4959.26,2019-07-14,1
PRD00537,Snacks Item 537,Grocery,Snacks,LG,355.41,192.59,2023-01-12,1
PRD00538,Snacks Item 538,Grocery,Snacks,Sony,1767.29,1291.53,2021-01-16,1
PRD00539,Dairy Item 539,Grocery,Dairy,Adidas,544.01,407.47,2020-04-29,1
PRD00540,Appliances Item 540,Home & Kitchen,Appliances,Nike,23955.29,14762.55,2021-06-18,1
PRD00541,Smartphones Item 541,Electronics,Smartphones,Bata,3280.25,1906.32,2021-04-01,1
PRD00542,Tablets Item 542,Electronics,Tablets,Apple,52388.17,30268.21,2022-08-22,1
PRD00543,Accessories Item 543,Electronics,Accessories,Nestlé,69682.51,33366.62,2020-08-09,1
PRD00544,Kids Wear Item 544,Fashion,Kids Wear,Puma,4361.41,3218.19,2022-03-06,1
PRD00545,Accessories Item 545,Electronics,Accessories,Sony,68664.54,45874.32,2021-12-31,1
PRD00546,Storage Item 546,Home & Kitchen,Storage,Whirlpool,4350.68,2350.97,2021-03-10,1
PRD00547,Kids Wear Item 547,Fashion,Kids Wear,Apple,6010.61,4366.26,2020-02-24,1
PRD00548,Staples Item 548,Grocery,Staples,Nestlé,1780.85,933.45,2022-09-02,1
PRD00549,Sportswear Item 549,Sports & Fitness,Sportswear,Puma,13398.94,6087.95,2023-09-08,1
PRD00550,Kids Wear Item 550,Fashion,Kids Wear,Prestige,6973.52,4444.99,2019-10-15,1
PRD00551,Personal Care Item 551,Grocery,Personal Care,Bata,1443.67,853.2,2021-11-11,1
